event_type,timestamp,system_score,severity,behavioral_anomaly_flag,external_connection_flag,unknown_process_flag,sensitive_access_flag,label,process_name,parent_process,cpu_percent,memory_mb,cpu_zscore,memory_zscore,parent_child_rarity,cmd_entropy,process_freq_5min,is_known_binary,remote_ip,remote_port,is_private_ip,is_known_ip,connection_freq_1min,unique_ip_5min,port_risk,file_path,file_action,file_extension,is_sensitive_path,is_executable,file_freq_1min,file_rarity
process,2026-03-25 00:37:40,2,1,0,0,0,0,0,python.exe,pg_ctl.exe,41.26,242.93,2.92,0.19,0.49,0.69,7.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:37:40,0,2,0,0,0,0,0,postgres.exe,pg_ctl.exe,31.88,236.09,2.78,2.35,0.66,3.05,4.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:37:40,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,txt,0.0,1.0,18.0,0.57
network,2026-03-25 00:37:40,3,0,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,443.0,0.0,0.0,16.0,12.0,0.35,,,,,,,
network,2026-03-25 00:37:41,1,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,0.0,28.0,5.0,0.48,,,,,,,
file,2026-03-25 00:37:41,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,conf,0.0,1.0,10.0,0.03
network,2026-03-25 00:37:41,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,0.0,0.0,23.0,13.0,0.88,,,,,,,
network,2026-03-25 00:37:41,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,26.0,11.0,0.62,,,,,,,
file,2026-03-25 00:37:42,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,txt,1.0,1.0,6.0,0.35
file,2026-03-25 00:37:42,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,txt,0.0,0.0,7.0,0.56
file,2026-03-25 00:37:42,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,0.0,1.0,9.0,0.04
file,2026-03-25 00:37:42,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,exe,1.0,1.0,4.0,0.13
network,2026-03-25 00:37:43,0,1,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,1.0,1.0,4.0,9.0,0.81,,,,,,,
network,2026-03-25 00:37:43,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,4444.0,1.0,0.0,9.0,9.0,0.91,,,,,,,
process,2026-03-25 00:37:43,4,2,1,0,0,0,1,postgres.exe,explorer.exe,92.52,178.41,2.93,0.56,0.42,4.47,12.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:37:43,2,0,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,80.0,1.0,0.0,26.0,1.0,0.04,,,,,,,
network,2026-03-25 00:37:44,2,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,443.0,1.0,1.0,11.0,12.0,0.17,,,,,,,
process,2026-03-25 00:37:44,3,0,1,0,0,0,1,chrome.exe,pg_ctl.exe,31.63,469.09,2.19,0.38,0.69,4.64,11.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:37:44,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,1.0,0.0,14.0,0.18
file,2026-03-25 00:37:44,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,exe,1.0,1.0,19.0,0.73
process,2026-03-25 00:37:45,2,0,0,0,0,0,0,postgres.exe,explorer.exe,91.99,283.65,1.0,2.22,0.48,2.6,12.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:37:45,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,0.0,0.0,14.0,15.0,0.15,,,,,,,
network,2026-03-25 00:37:45,0,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,0.0,18.0,13.0,0.2,,,,,,,
network,2026-03-25 00:37:45,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,0.0,27.0,9.0,0.49,,,,,,,
network,2026-03-25 00:37:46,3,1,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,4444.0,1.0,0.0,24.0,2.0,0.46,,,,,,,
file,2026-03-25 00:37:46,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,0.0,0.0,4.0,0.9
network,2026-03-25 00:37:46,4,1,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,0.0,11.0,5.0,0.89,,,,,,,
network,2026-03-25 00:37:46,0,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,443.0,0.0,1.0,4.0,9.0,0.53,,,,,,,
file,2026-03-25 00:37:47,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,1.0,1.0,6.0,0.92
network,2026-03-25 00:37:47,2,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,0.0,1.0,22.0,3.0,0.02,,,,,,,
file,2026-03-25 00:37:47,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,exe,1.0,0.0,12.0,0.39
file,2026-03-25 00:37:47,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,1.0,18.0,0.42
process,2026-03-25 00:37:48,1,2,0,0,0,0,0,chrome.exe,explorer.exe,6.76,158.5,2.3,0.71,0.85,3.26,12.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:37:48,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,txt,1.0,0.0,7.0,0.39
network,2026-03-25 00:37:48,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,0.0,0.0,12.0,12.0,0.51,,,,,,,
network,2026-03-25 00:37:48,4,2,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,4444.0,1.0,1.0,20.0,11.0,0.53,,,,,,,
file,2026-03-25 00:37:49,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,exe,0.0,1.0,5.0,0.72
process,2026-03-25 00:37:49,1,1,0,0,0,0,0,chrome.exe,pg_ctl.exe,44.88,72.2,0.56,1.27,0.52,0.4,9.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:37:49,4,1,1,0,0,0,1,python.exe,pg_ctl.exe,18.65,87.68,2.07,2.65,0.01,4.79,6.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:37:49,1,0,0,0,0,0,0,postgres.exe,cmd.exe,33.89,430.14,0.45,2.85,0.22,0.17,17.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:37:50,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,0.0,8.0,0.65
file,2026-03-25 00:37:50,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,exe,1.0,0.0,20.0,0.6
file,2026-03-25 00:37:50,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,txt,0.0,0.0,4.0,0.37
network,2026-03-25 00:37:50,3,2,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,8080.0,0.0,1.0,10.0,2.0,0.4,,,,,,,
network,2026-03-25 00:37:51,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,1.0,0.0,19.0,4.0,0.84,,,,,,,
file,2026-03-25 00:37:51,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,1.0,1.0,8.0,0.35
network,2026-03-25 00:37:51,0,1,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,1.0,0.0,14.0,11.0,0.25,,,,,,,
file,2026-03-25 00:37:51,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,conf,1.0,0.0,9.0,0.97
file,2026-03-25 00:37:52,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,exe,0.0,0.0,3.0,0.32
network,2026-03-25 00:37:52,2,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,443.0,0.0,1.0,5.0,15.0,0.02,,,,,,,
network,2026-03-25 00:37:52,3,1,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,0.0,1.0,1.0,6.0,0.7,,,,,,,
network,2026-03-25 00:37:52,1,2,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,443.0,1.0,0.0,29.0,9.0,1.0,,,,,,,
process,2026-03-25 00:37:53,1,2,0,0,0,0,0,chrome.exe,cmd.exe,52.97,107.58,1.94,1.09,0.61,4.98,19.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:37:53,0,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,443.0,0.0,0.0,7.0,2.0,0.14,,,,,,,
file,2026-03-25 00:37:53,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,txt,0.0,1.0,5.0,0.28
file,2026-03-25 00:37:53,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,conf,0.0,1.0,10.0,0.66
network,2026-03-25 00:37:54,3,2,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,1.0,0.0,7.0,7.0,0.1,,,,,,,
process,2026-03-25 00:37:54,0,2,0,0,0,0,0,python.exe,pg_ctl.exe,64.06,481.69,2.4,2.55,0.15,4.67,6.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:37:54,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,conf,0.0,1.0,8.0,0.67
network,2026-03-25 00:37:54,2,0,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,8080.0,1.0,1.0,30.0,2.0,0.93,,,,,,,
network,2026-03-25 00:37:55,3,1,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,1.0,1.0,14.0,0.62,,,,,,,
file,2026-03-25 00:37:55,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,0.0,1.0,17.0,0.45
process,2026-03-25 00:37:55,2,0,0,0,0,0,0,python.exe,cmd.exe,36.53,134.41,2.2,1.56,0.8,1.15,13.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:37:55,0,0,0,0,0,0,0,postgres.exe,explorer.exe,58.52,217.66,1.95,0.16,0.87,2.37,13.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:37:56,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,conf,0.0,1.0,4.0,0.73
network,2026-03-25 00:37:56,0,1,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,1.0,1.0,19.0,1.0,0.24,,,,,,,
process,2026-03-25 00:37:56,2,2,0,0,0,0,0,chrome.exe,pg_ctl.exe,37.25,480.96,2.7,2.84,0.43,0.79,13.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:37:56,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,txt,0.0,0.0,15.0,0.37
process,2026-03-25 00:37:57,0,2,0,0,0,0,0,python.exe,cmd.exe,83.32,202.71,1.54,0.33,0.73,0.89,14.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:37:57,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,1.0,1.0,19.0,0.02
network,2026-03-25 00:37:57,0,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,80.0,1.0,0.0,26.0,2.0,0.79,,,,,,,
process,2026-03-25 00:37:57,0,2,0,0,0,0,0,postgres.exe,explorer.exe,22.75,144.24,2.95,1.37,0.35,0.37,15.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:37:58,1,2,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,0.0,0.0,5.0,3.0,0.52,,,,,,,
network,2026-03-25 00:37:58,3,2,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,0.0,30.0,13.0,0.82,,,,,,,
network,2026-03-25 00:37:58,4,0,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,4444.0,1.0,1.0,21.0,10.0,0.24,,,,,,,
file,2026-03-25 00:37:58,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,0.0,0.0,6.0,0.32
network,2026-03-25 00:37:59,2,0,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,1.0,0.0,7.0,3.0,0.08,,,,,,,
file,2026-03-25 00:37:59,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,0.0,1.0,7.0,0.3
file,2026-03-25 00:37:59,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,exe,1.0,0.0,7.0,0.57
process,2026-03-25 00:37:59,3,1,1,0,0,0,1,chrome.exe,cmd.exe,31.67,215.49,2.59,2.16,0.87,4.95,6.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:00,0,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,1.0,1.0,18.0,7.0,0.75,,,,,,,
process,2026-03-25 00:38:00,0,2,0,0,0,0,0,python.exe,cmd.exe,6.42,246.05,1.76,2.77,0.06,4.98,4.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:00,3,0,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,443.0,0.0,0.0,14.0,6.0,0.66,,,,,,,
file,2026-03-25 00:38:00,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,txt,0.0,0.0,10.0,0.13
file,2026-03-25 00:38:01,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,txt,0.0,0.0,14.0,0.93
file,2026-03-25 00:38:01,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,conf,1.0,0.0,12.0,0.81
process,2026-03-25 00:38:01,4,0,1,0,0,0,1,python.exe,pg_ctl.exe,51.16,21.18,2.04,0.32,0.53,4.99,10.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:01,3,2,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,443.0,0.0,1.0,16.0,9.0,0.65,,,,,,,
process,2026-03-25 00:38:02,4,2,1,0,0,0,1,postgres.exe,cmd.exe,76.2,190.92,0.43,1.69,0.96,4.67,20.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:02,4,2,1,0,0,0,1,python.exe,pg_ctl.exe,87.04,299.42,1.93,0.13,0.93,0.74,8.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:02,4,0,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,1.0,1.0,6.0,11.0,0.2,,,,,,,
file,2026-03-25 00:38:02,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,txt,1.0,0.0,13.0,0.95
network,2026-03-25 00:38:03,3,1,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,1.0,5.0,4.0,0.73,,,,,,,
file,2026-03-25 00:38:03,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,1.0,4.0,0.25
file,2026-03-25 00:38:03,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,conf,0.0,1.0,5.0,0.2
file,2026-03-25 00:38:03,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,1.0,0.0,14.0,0.35
network,2026-03-25 00:38:04,0,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,443.0,1.0,1.0,30.0,5.0,0.32,,,,,,,
process,2026-03-25 00:38:04,0,2,0,0,0,0,0,python.exe,pg_ctl.exe,78.97,482.48,0.09,0.93,0.73,4.48,15.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:38:04,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,conf,1.0,0.0,18.0,0.86
process,2026-03-25 00:38:04,0,0,0,0,0,0,0,python.exe,pg_ctl.exe,69.4,335.11,1.6,2.55,0.89,4.27,1.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:38:05,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,1.0,1.0,17.0,0.89
network,2026-03-25 00:38:05,0,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,80.0,1.0,1.0,2.0,3.0,0.12,,,,,,,
process,2026-03-25 00:38:05,4,2,1,0,0,0,1,python.exe,explorer.exe,33.63,355.86,2.54,2.88,0.31,2.52,11.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:05,0,2,0,0,0,0,0,postgres.exe,cmd.exe,78.0,30.51,0.09,1.74,0.17,3.03,20.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:06,3,0,1,0,0,0,1,chrome.exe,explorer.exe,8.43,496.49,2.48,1.14,0.2,4.64,11.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:06,4,2,1,0,0,0,1,postgres.exe,cmd.exe,0.41,121.53,0.1,1.54,0.18,3.41,15.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:06,2,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,0.0,6.0,11.0,0.02,,,,,,,
network,2026-03-25 00:38:06,3,2,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,443.0,1.0,1.0,16.0,9.0,0.2,,,,,,,
file,2026-03-25 00:38:07,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,conf,0.0,1.0,8.0,0.99
network,2026-03-25 00:38:07,2,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,443.0,0.0,1.0,30.0,10.0,0.87,,,,,,,
file,2026-03-25 00:38:07,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,txt,0.0,0.0,9.0,0.1
file,2026-03-25 00:38:07,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,conf,1.0,1.0,1.0,0.56
file,2026-03-25 00:38:08,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,1.0,1.0,19.0,0.15
process,2026-03-25 00:38:08,3,2,1,0,0,0,1,python.exe,cmd.exe,34.97,146.59,0.44,2.29,0.49,4.3,1.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:08,4,2,1,0,0,0,1,chrome.exe,explorer.exe,69.62,385.96,2.55,1.41,0.67,2.08,18.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:08,2,0,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,4444.0,0.0,0.0,13.0,8.0,1.0,,,,,,,
network,2026-03-25 00:38:09,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,1.0,1.0,2.0,1.0,0.44,,,,,,,
process,2026-03-25 00:38:09,0,2,0,0,0,0,0,python.exe,cmd.exe,14.62,60.12,2.54,2.6,0.66,0.73,16.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:09,2,1,0,0,0,0,0,postgres.exe,cmd.exe,95.24,113.15,2.8,0.74,0.13,2.93,20.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:09,0,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,443.0,1.0,1.0,27.0,6.0,0.9,,,,,,,
network,2026-03-25 00:38:10,0,1,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,8080.0,0.0,0.0,25.0,12.0,0.57,,,,,,,
network,2026-03-25 00:38:10,2,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,4444.0,0.0,1.0,19.0,3.0,0.42,,,,,,,
file,2026-03-25 00:38:10,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,1.0,0.0,11.0,0.12
process,2026-03-25 00:38:10,4,0,1,0,0,0,1,chrome.exe,explorer.exe,4.2,320.96,2.05,1.01,0.48,2.51,6.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:11,2,2,0,0,0,0,0,postgres.exe,cmd.exe,23.38,176.73,2.88,1.47,0.44,0.89,16.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:38:11,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,conf,1.0,1.0,11.0,0.68
process,2026-03-25 00:38:11,0,1,0,0,0,0,0,chrome.exe,pg_ctl.exe,33.32,19.06,0.62,2.78,0.1,0.74,4.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:38:11,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,0.0,7.0,0.44
file,2026-03-25 00:38:12,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,0.0,0.0,10.0,0.16
file,2026-03-25 00:38:12,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,1.0,1.0,8.0,0.28
file,2026-03-25 00:38:12,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,0.0,1.0,20.0,0.28
file,2026-03-25 00:38:12,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,0.0,1.0,15.0,0.82
network,2026-03-25 00:38:13,0,0,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,1.0,0.0,2.0,8.0,0.6,,,,,,,
network,2026-03-25 00:38:13,4,0,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,0.0,14.0,6.0,0.85,,,,,,,
process,2026-03-25 00:38:13,3,0,1,0,0,0,1,postgres.exe,pg_ctl.exe,9.42,394.08,0.36,0.97,0.16,1.24,2.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:13,0,0,0,0,0,0,0,python.exe,pg_ctl.exe,84.34,101.38,0.29,2.12,0.96,1.99,9.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:14,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,9.0,9.0,0.84,,,,,,,
network,2026-03-25 00:38:14,0,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,8080.0,0.0,0.0,23.0,4.0,0.29,,,,,,,
network,2026-03-25 00:38:14,2,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,0.0,23.0,5.0,0.07,,,,,,,
file,2026-03-25 00:38:14,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,txt,0.0,1.0,18.0,0.53
file,2026-03-25 00:38:15,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,1.0,0.0,15.0,0.94
process,2026-03-25 00:38:15,2,0,0,0,0,0,0,python.exe,explorer.exe,50.37,425.71,1.78,1.45,0.44,2.93,14.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:15,1,0,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,0.0,1.0,11.0,13.0,0.23,,,,,,,
file,2026-03-25 00:38:15,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,0.0,0.0,14.0,0.36
process,2026-03-25 00:38:16,0,1,0,0,0,0,0,chrome.exe,cmd.exe,5.75,249.66,2.92,1.77,0.33,4.77,7.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:16,1,1,0,0,0,0,0,python.exe,pg_ctl.exe,92.73,17.58,1.08,1.03,0.49,2.93,5.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:16,0,2,0,0,0,0,0,python.exe,cmd.exe,77.04,473.93,0.05,2.47,0.95,2.32,8.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:38:16,1,0,0,0,0,0,0,chrome.exe,explorer.exe,10.1,48.14,0.61,0.5,0.76,0.89,19.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:38:17,1,2,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,0.0,1.0,1.0,8.0,0.32,,,,,,,
network,2026-03-25 00:38:17,1,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,80.0,0.0,1.0,12.0,1.0,0.35,,,,,,,
network,2026-03-25 00:38:17,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,1.0,26.0,12.0,0.38,,,,,,,
network,2026-03-25 00:38:17,2,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,0.0,0.0,2.0,13.0,0.33,,,,,,,
process,2026-03-25 00:38:18,2,2,0,0,0,0,0,postgres.exe,pg_ctl.exe,87.51,56.92,2.56,0.13,0.03,1.5,14.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:38:18,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,0.0,6.0,0.28
network,2026-03-25 00:38:18,1,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,11.0,15.0,0.02,,,,,,,
file,2026-03-25 00:38:18,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,conf,1.0,1.0,16.0,0.75
file,2026-03-25 00:38:19,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,txt,0.0,1.0,18.0,0.45
process,2026-03-25 00:38:19,1,0,0,0,0,0,0,postgres.exe,explorer.exe,82.43,217.41,2.32,0.95,0.59,3.23,15.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:38:19,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,exe,1.0,1.0,10.0,0.48
network,2026-03-25 00:38:19,3,2,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,1.0,0.0,7.0,9.0,0.61,,,,,,,
file,2026-03-25 00:38:20,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,conf,0.0,0.0,14.0,1.0
file,2026-03-25 00:38:20,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,1.0,1.0,6.0,0.56
